Go.	Va !
Tom is afraid of making mistakes.	Tom a peur de faire des fautes.
Tom is an air traffic controller.	Tom est contrôleur aérien.
Tom is apparently a truck driver.	Tom est apparemment chauffeur de camion.
Tom is competent, but Mary isn't.	Tom est compétent mais Mary ne l'est pas.
Tom is determined to lose weight.	Tom est déterminé à perdre du poids.
Tom is driving without a license.	Tom conduit sans permis.
Tom is in charge of this project.	Tom est chargé de ce projet.
Tom is in his office at his desk.	Tom est à son bureau dans son bureau.
Tom is in reasonably good health.	Tom est en bonne santé.
Tom is interested in mathematics.	Tom s'intéresse aux mathématiques.
Tom is never at a loss for words.	Tom n'est jamais à court de mots.
Tom is not welcome in this house.	Tom n'est pas le bienvenu dans cette maison.
Tom is on his way back to Boston.	Tom est sur le chemin du retour pour Boston.
Tom is on his way back to Boston.	Tom est en train de rentrer à Boston.
Tom is one of nicest guys I know.	Tom est l'un des types les plus gentils que je connaisse.
Tom is quite organized, isn't he?	Tom est plutôt organisé, n'est-ce pas ?
Tom is refusing to pay his bills.	Tom refuse de payer ses factures.
Tom is someone I'll never forget.	Tom est quelqu'un que je n'oublierai jamais.
Tom is still living in Australia.	Tom vit toujours en Australie.
Tom is taller and fatter than me.	Tom est plus grand et plus gros que moi.
Tom is the fattest person I know.	Tom est la plus grosse personne que je connais.
Tom is the one I gave the key to.	C'est à Tom que j'ai donné la clef.
Tom is the one I gave the key to.	Tom est celui à qui j'ai donné la clé.
Tom is the right man for the job.	Tom est le bon choix pour ce travail.
Tom is the right man for the job.	Tom est l'homme qu'il faut pour ce travail.
Tom is the tallest in his family.	Tom est le plus grand de sa famille.
Tom is three years older than me.	Tom a trois ans de plus que moi.
Tom is too stubborn to apologize.	Tom est trop têtu pour s'excuser.
Tom is too young to go to school.	Tom est trop jeune pour aller à l'école.
Tom is too young to go to school.	Tom est trop petit pour aller à l'école.
Tom is too young to travel alone.	Tom est trop jeune pour voyager seul.
Tom is usually not very reliable.	Tom n'est généralement pas très fiable.
Tom is writing on the blackboard.	Tom est en train d'écrire sur le tableau.
Tom is writing on the blackboard.	Tom écrit sur le tableau.
Tom isn't ashamed of what he did.	Tom n'a pas honte de ce qu'il a fait.
Tom isn't doing it the right way.	Tom ne le fait pas de la bonne façon.
Tom isn't qualified for that job.	Tom n'est pas qualifié pour ce travail.
Tom isn't sure he has to do that.	Tom n'est pas sûr de devoir faire ça.
Tom just doesn't know what to do.	Tom ne sait simplement pas quoi faire.
Tom knew he needed to leave town.	Tom savait qu'il devait quitter la ville.
Tom knew that Mary was a teacher.	Tom savait que Mary était professeur.
Tom knew that Mary was a teacher.	Tom savait que Mary était institutrice.
Tom knew that Mary was a teacher.	Tom savait que Mary était maîtresse d'école.
Tom knew that Mary was in Boston.	Tom savait que Marie était à Boston
Tom knew that Mary was in danger.	Tom savait que Mary était en danger.
Tom knew what Mary wanted to buy.	Tom savait ce que Marie voulait acheter.
Tom knew what Mary wanted to eat.	Tom savait ce que Marie voulait manger.
Tom knows exactly how Mary feels.	Tom sait exactement ce que ressent Mary.
Tom knows he did something wrong.	Tom sait qu'il a fait quelque chose de mal.
Tom knows the man Mary came with.	Tom connaît l'homme avec qui Mary est venue.
Tom knows the police suspect him.	Tom sait que la police le suspecte.
Tom leaned back against the wall.	Tom s'est adossé au mur.
Tom leaned back against the wall.	Tom s'adossa au mur.
Tom left the lights on all night.	Tom a laissé la lumière allumée toute la nuit.
Tom likes Mary's long black hair.	Tom aime les longs cheveux noirs de Marie.
Tom likes making paper airplanes.	Tom aime faire des avions en papier.
Tom lives all alone in the woods.	Tom vit tout seul dans les bois.
Tom lives in a poor neighborhood.	Tom habite dans un quartier pauvre.
Tom looked a little disappointed.	Tom avait l'air un peu déçu.
Tom looks a little uncomfortable.	Tom a l'air un peu mal à l'aise.
Tom looks a little uncomfortable.	Tom semble un peu mal à l'aise.
Tom looks just like a guy I know.	Tom ressemble exactement à un gars que je connais.
Tom looks like he's going to cry.	On dirait que Tom est sur le point de pleurer.
Tom made good money on that deal.	Tom s'est fait beaucoup d'argent avec cette affaire.
Tom married a much younger woman.	Tom s'est marié à une femme beaucoup plus jeune.
Tom may eat whatever he wants to.	Tom peut manger tout ce qu'il veut.
Tom may eat whatever he wants to.	Tom a droit de manger tout ce dont il a envie.
Tom may know Mary's phone number.	Tom connaît peut-être le numéro de téléphone de Mary.
Tom needs us to show him the way.	Tom a besoin que nous lui montrions la route.
Tom never listens to the teacher.	Tom n'écoute jamais le professeur.
Tom never talks about his family.	Tom ne parle jamais de sa famille.
Tom never told me he was married.	Tom ne m'a jamais dit qu'il était marié.
Tom no longer goes out with Mary.	Tom ne sort plus avec Mary.
Tom noticed Mary's hands shaking.	Tom remarqua que les mains de Mary tremblaient.
Tom offered Mary a slice of cake.	Tom a offert une tranche de gâteau à Mary.
Tom offered Mary a slice of cake.	Tom offrit une tranche de gâteau à Mary.
Tom often quarrels with his wife.	Tom se dispute souvent avec sa femme.
Tom often sings with his friends.	Tom chante souvent avec ses amis.
Tom opened his eyes and saw Mary.	Tom ouvra les yeux et vit Mary.
Tom opened his eyes and saw Mary.	Tom a ouvert les yeux et a vu Mary.
Tom poured Mary a glass of water.	Tom servit un verre d'eau à Marie.
Tom poured a cup of tea for Mary.	Tom versa du thé pour Mary.
Tom prefers not to talk about it.	Tom préfère ne pas en parler.
Tom put a flea collar on his dog.	Tom a mis un collier anti-puces à son chien.
Tom refused to sign the document.	Tom refusa de signer le document.
Tom refused to sign the document.	Tom a refusé de signer le document.
Tom said he needed to take a nap.	Tom a dit qu'il avait besoin de faire une sieste.
Tom said he wanted to take a nap.	Tom a dit qu'il voulait faire une sieste.
Tom said he wanted to talk to me.	Tom a dit qu'il voulait me parler.
Tom said he wants to talk to you.	Tom a dit qu'il voulait te parler.
Tom said he wants to talk to you.	Tom a dit qu'il voulait vous parler.
Tom said that Mary was beautiful.	Tom a dit que Mary était magnifique.
Tom said that he didn't know you.	Tom a dit qu'il ne te connaissait pas.
Tom said that he didn't know you.	Tom a dit qu'il ne vous connaissait pas.
Tom sat on a stool in the corner.	Tom s'assit sur un tabouret dans un coin.
Tom says he can wait a long time.	Tom dit qu'il ne peut pas attendre longtemps.
Tom seems to be an honest person.	Tom semble être une personne honnête.
Tom seems to be hyperventilating.	Tom semble faire de l'hyperventilation.
Tom sees this in a different way.	Tom voit ça d'une manière différente.
Tom seldom wears his black shirt.	Tom porte rarement sa chemise noire.
Tom sensed Mary's disappointment.	Tom perçut la déception de Marie.
Tom shot at Mary with a crossbow.	Tom a tiré sur Mary avec une arbalète.
Tom should ask Mary how to do it.	Tom devrait demander à Mary comment le faire.
Tom should've told us about this.	Tom aurait dû nous le dire.
Tom shouldn't have left so early.	Tom n'aurait pas dû partir si tôt.
Tom speaks two foreign languages.	Tom parle deux langues étrangères.
Tom started packing his suitcase.	Tom a commencé à préparer sa valise.
Tom still owes me a lot of money.	Tom me doit encore beaucoup d'argent.
Tom stopped reading for a moment.	Tom arrêta de lire un moment.
Tom stopped reading for a moment.	Tom a arrêté de lire un moment.
Tom stopped reading for a moment.	Tom cessa de lire pendant un moment.
Tom stopped reading for a moment.	Tom a cessé de lire pendant un moment.
Tom takes everything for granted.	Tom prend tout pour acquis.
Tom takes good care of his horse.	Tom prend grand soin de son cheval.
Tom takes good care of the birds.	Tom s'occupe bien des oiseaux.
Tom thanked everyone for waiting.	Tom remercia tout le monde d'avoir attendu.
Tom thanked everyone for waiting.	Tom a remercié tout le monde pour leur attente.
Tom thinks the plan may backfire.	Tom pense que le plan pourrait se retourner contre nous.
Tom thinks we should leave early.	Tom pense que nous devrions partir tôt.
Tom thought about what Mary said.	Tom pensa à ce que Mary avait dit.
Tom thought it was a stupid plan.	Tom pensait que c'était un plan idiot.
Tom thought that Mary was asleep.	Tom pensait que Mary était endormie.
Tom threatened Mary with a knife.	Tom a menacé Marie avec un couteau.
Tom told me he wasn't happy here.	Tom m'a dit qu'il n'était pas heureux ici.
Tom told me he's getting married.	Tom m'a dit qu'il allait se marier.
Tom told me not to lock the door.	Tom m'a dit de ne pas verrouiller la porte.
Tom told me that he spoke French.	Tom m'a dit qu'il parlait français.
Tom told us a whole pack of lies.	Tom nous a raconté tout un tas de mensonges.
Tom took the ring off his finger.	Tom retira la bague de son doigt.
Tom tried climbing the tall tree.	Tom essaya de grimper le grand arbre.
Tom waited for more than an hour.	Tom a attendu pendant plus d'une heure.
Tom waited for more than an hour.	Tom a attendu plus d'une heure.
Tom wants to make everyone happy.	Tom veut rendre tout le monde heureux.
Tom was afraid to cross the road.	Tom avait peur de traverser la route.
Tom was appointed superintendent.	Tom a été nommé surintendant.
Tom was complaining of back pain.	Tom se plaignait d'un mal de dos.
Tom was expecting you to say yes.	Tom s'attendait à ce que tu lui dises oui.
Tom was lying in bed watching TV.	Tom regardait la télé, allongé dans son lit.
Tom was married to Mary's sister.	Tom était marié à la sœur de Mary.
Tom was pardoned by the governor.	Tom a été gracié par le gouverneur.
Tom was surprised by what he saw.	Tom a été surpris par ce qu'il a vu.
Tom was the only one who laughed.	Tom fut le seul à rire.
Tom was the only one who laughed.	Tom a été le seul à rire.
Tom was unsure what he should do.	Tom n'était pas certain de ce qu'il devait faire.
Tom was wearing a ridiculous hat.	Tom portait un chapeau ridicule.
